Age,Gender,Employment_Type,City_Tier,Monthly_Income_INR,Existing_Loans,Existing_EMI_INR,Loan_Amount_INR,Loan_Tenure_Months,CIBIL_Score,Purpose,Risk
27,female,salaried,tier_3,56200,3,16800,1237000,24,753,education,bad
25,male,self_employed,tier_1,81000,3,17400,460000,120,585,business,good
46,male,business,tier_2,108000,0,0,2247000,12,668,home,bad
21,male,unemployed,tier_1,23500,2,6300,482000,48,445,business,bad
49,male,self_employed,tier_3,43500,0,0,658000,60,613,home,good
40,female,salaried,tier_2,32900,3,8900,640000,24,606,consumer_durable,bad
37,female,salaried,tier_2,68100,0,0,261000,60,755,home,good
54,male,self_employed,tier_2,50000,4,13200,671000,60,651,business,bad
44,male,business,tier_1,82900,1,17800,1932000,120,620,home,good
53,male,self_employed,tier_3,58000,1,5000,1118000,120,675,business,good
52,male,salaried,tier_3,39100,4,12500,337000,84,691,personal,bad
22,male,salaried,tier_2,45700,4,2100,736000,84,528,home,good
30,female,self_employed,tier_2,71100,1,20600,531000,36,723,personal,bad
46,female,business,tier_1,82000,0,0,629000,120,727,home,good
63,male,salaried,tier_1,60600,0,0,423000,36,777,personal,good
27,female,salaried,tier_1,50000,1,14100,349000,84,733,car,bad
25,female,business,tier_2,52500,2,14700,708000,48,527,personal,bad
62,male,salaried,tier_3,31900,2,1800,303000,48,693,business,good
63,female,salaried,tier_3,51300,4,11000,992000,84,725,education,good
28,male,salaried,tier_1,52000,4,3900,1132000,12,626,personal,bad
38,female,salaried,tier_1,38800,1,1500,514000,84,726,business,good
48,male,salaried,tier_1,82600,4,14800,580000,84,716,personal,good
29,male,self_employed,tier_3,28800,2,10000,690000,48,655,car,good
35,male,self_employed,tier_3,35800,0,0,143000,60,655,education,good
38,male,self_employed,tier_2,75200,4,15100,1094000,24,624,car,bad
49,male,self_employed,tier_2,49200,3,13300,375000,84,554,education,good
34,female,salaried,tier_2,93300,1,8200,2117000,12,710,car,bad
39,male,salaried,tier_1,72500,4,5700,712000,84,673,business,good
33,male,salaried,tier_1,105600,4,26100,2441000,60,639,personal,bad
54,female,salaried,tier_1,61300,4,16900,1436000,24,710,personal,bad
27,male,self_employed,tier_1,67300,4,17500,1535000,84,598,home,bad
31,male,salaried,tier_2,39700,1,1500,780000,24,691,home,good
31,male,self_employed,tier_1,48700,2,6100,904000,48,708,personal,good
60,male,salaried,tier_2,50800,0,0,1169000,84,694,personal,good
62,male,salaried,tier_2,34500,3,9500,266000,12,748,consumer_durable,good
43,female,salaried,tier_2,58200,2,6400,1164000,36,739,personal,bad
27,male,salaried,tier_3,37100,4,5600,200000,60,663,car,good
54,male,self_employed,tier_1,70300,4,14200,745000,24,599,personal,bad
42,male,business,tier_2,44200,1,0,506000,48,673,personal,bad
58,female,salaried,tier_1,94900,1,11800,2268000,60,680,home,bad
36,male,self_employed,tier_2,87000,0,0,847000,120,643,personal,good
64,female,self_employed,tier_2,80800,2,8100,1184000,36,672,car,bad
56,male,salaried,tier_1,144600,1,28900,2357000,84,674,car,good
30,male,salaried,tier_1,75400,4,25800,1299000,60,618,home,good
52,male,salaried,tier_2,48600,4,2000,268000,48,606,personal,good
33,male,salaried,tier_2,65200,2,6100,961000,60,698,personal,bad
36,male,business,tier_2,64400,2,15400,1052000,120,706,car,good
32,female,salaried,tier_2,29900,3,6300,657000,60,748,personal,good
51,male,salaried,tier_2,73300,4,25100,1693000,48,607,personal,bad
32,male,self_employed,tier_2,44200,4,500,351000,120,553,education,bad
49,male,salaried,tier_1,44400,2,13600,329000,60,685,home,good
46,male,self_employed,tier_2,40200,1,6900,698000,24,699,car,bad
54,male,salaried,tier_2,51100,3,4100,679000,60,671,home,good
64,male,salaried,tier_3,41400,1,7300,771000,120,772,consumer_durable,bad
21,male,salaried,tier_2,55500,0,0,1155000,60,719,business,good
64,male,salaried,tier_2,88800,1,5600,286000,84,649,home,good
25,male,salaried,tier_3,26300,1,2000,564000,60,684,personal,bad
44,male,self_employed,tier_3,34100,3,3400,292000,84,573,car,bad
35,male,self_employed,tier_1,47600,3,9200,1112000,12,592,home,bad
49,male,self_employed,tier_3,55900,0,0,673000,84,670,car,good
52,female,salaried,tier_1,61000,0,0,1275000,120,766,home,good
58,male,unemployed,tier_3,8000,0,0,58000,12,578,car,bad
38,female,salaried,tier_1,107200,4,26500,1504000,84,623,car,good
62,male,business,tier_2,111300,1,38100,482000,48,781,education,bad
35,male,self_employed,tier_3,60300,2,300,1111000,36,596,education,bad
29,male,self_employed,tier_1,36500,2,12400,832000,12,642,personal,bad
37,male,salaried,tier_3,48800,1,11700,1010000,36,726,car,bad
44,female,self_employed,tier_2,52800,4,16700,913000,60,618,education,good
50,female,self_employed,tier_1,63600,0,0,350000,48,649,education,bad
57,male,salaried,tier_3,42200,2,6800,999000,12,660,consumer_durable,bad
30,female,self_employed,tier_2,75300,2,20700,770000,36,658,home,bad
34,male,salaried,tier_3,59300,3,11400,966000,12,704,personal,bad
62,male,salaried,tier_3,56500,0,0,493000,36,742,home,good
40,female,self_employed,tier_1,69700,4,21800,1420000,120,547,car,good
31,male,business,tier_1,209200,3,38800,2290000,84,613,personal,good
64,male,salaried,tier_1,64500,3,13000,723000,120,761,personal,bad
40,female,salaried,tier_2,31200,2,5000,97000,24,637,consumer_durable,good
64,female,salaried,tier_1,67700,3,16300,1021000,60,678,education,good
61,male,salaried,tier_1,75800,1,18100,627000,36,728,car,bad
60,male,salaried,tier_3,65100,0,0,1456000,48,791,personal,good
46,female,salaried,tier_1,62100,3,1400,1208000,120,647,car,bad
56,male,self_employed,tier_2,57000,2,19200,1311000,84,683,personal,good
63,male,salaried,tier_2,32800,1,3900,367000,60,790,business,good
32,male,salaried,tier_1,108400,1,9300,1832000,120,624,education,good
22,female,salaried,tier_1,76000,3,5600,949000,48,583,personal,good
35,female,salaried,tier_1,67300,2,1600,1487000,12,672,home,bad
49,female,salaried,tier_2,116000,3,18600,1138000,120,719,home,good
45,male,salaried,tier_1,108000,4,1600,1069000,12,667,consumer_durable,good
24,male,salaried,tier_3,28700,4,1600,307000,24,675,home,bad
45,male,salaried,tier_3,39700,1,100,534000,120,629,car,bad
28,female,self_employed,tier_1,168900,1,10300,3655000,120,661,personal,good
43,male,business,tier_3,104900,0,0,772000,12,553,car,bad
46,male,salaried,tier_3,57000,2,10800,951000,84,749,home,good
49,female,salaried,tier_1,38900,4,900,367000,60,710,home,good
39,male,salaried,tier_3,65800,1,13000,312000,12,684,education,bad
38,female,salaried,tier_1,59400,4,12500,1368000,48,539,education,bad
50,male,self_employed,tier_2,76300,2,14600,1488000,24,644,personal,bad
53,female,self_employed,tier_1,50300,3,5900,1157000,48,690,car,good
56,male,salaried,tier_3,48900,1,11200,558000,24,738,consumer_durable,good
35,male,salaried,tier_3,33000,0,0,624000,12,795,car,bad
39,male,salaried,tier_3,36300,2,2800,605000,60,667,car,bad
35,male,salaried,tier_3,51300,2,17900,821000,84,767,consumer_durable,good
44,male,unemployed,tier_1,10200,2,1500,39000,24,436,business,good
26,male,salaried,tier_2,126200,2,6500,569000,60,631,car,good
39,male,salaried,tier_1,51800,3,3900,368000,48,604,education,good
29,female,salaried,tier_1,50800,3,12900,952000,120,684,business,good
44,male,salaried,tier_1,92400,0,0,1826000,48,668,home,good
58,female,salaried,tier_3,64800,3,8000,1075000,48,731,car,bad
64,female,salaried,tier_2,49100,1,5600,345000,12,759,personal,bad
40,male,salaried,tier_1,51000,4,4100,986000,120,654,business,good
23,female,salaried,tier_3,29900,2,5000,161000,60,656,personal,good
31,male,self_employed,tier_3,25100,1,1000,547000,24,601,education,bad
25,male,salaried,tier_1,82700,0,0,916000,12,727,consumer_durable,good
54,male,salaried,tier_2,53700,4,600,981000,24,639,home,bad
64,female,business,tier_2,81300,3,27600,533000,48,687,personal,good
45,male,salaried,tier_2,62500,1,13200,600000,120,773,home,good
28,male,unemployed,tier_2,16000,2,400,214000,60,493,personal,bad
21,female,business,tier_2,60600,0,0,813000,12,714,personal,bad
63,male,salaried,tier_1,57300,4,14800,289000,24,682,car,bad
34,female,salaried,tier_2,58100,4,14900,843000,24,665,personal,good
25,female,business,tier_1,92700,4,11800,424000,12,528,business,good
28,female,salaried,tier_1,81100,2,4200,1816000,12,636,education,bad
32,female,salaried,tier_1,57900,0,0,687000,12,676,home,bad
49,female,self_employed,tier_2,60100,2,5800,734000,60,713,home,good
60,male,salaried,tier_2,36400,2,1200,550000,60,690,personal,bad
33,female,business,tier_2,60000,1,7300,1165000,84,679,personal,bad
51,female,self_employed,tier_1,96200,1,25300,429000,24,669,education,bad
23,female,business,tier_3,35300,0,0,627000,120,641,car,good
21,male,self_employed,tier_1,93600,2,1300,2071000,36,552,personal,good
23,female,self_employed,tier_2,29300,0,0,358000,24,571,car,bad
61,male,salaried,tier_1,42600,4,8900,140000,24,655,home,bad
46,male,unemployed,tier_2,7100,3,1300,58000,36,498,education,bad
56,male,unemployed,tier_2,12500,3,3000,285000,12,483,personal,bad
21,male,business,tier_2,90400,1,18100,495000,36,643,consumer_durable,bad
21,female,self_employed,tier_3,56600,3,9900,186000,60,689,personal,good
58,male,self_employed,tier_3,55000,4,9100,1246000,120,694,car,bad
25,female,salaried,tier_2,74400,3,25000,1572000,12,645,business,bad
27,female,business,tier_2,52300,3,15800,663000,60,609,car,bad
43,male,salaried,tier_3,30700,4,4100,96000,24,676,consumer_durable,bad
47,female,salaried,tier_3,54300,4,12400,829000,36,663,car,bad
31,male,salaried,tier_2,90400,0,0,1822000,60,734,business,bad
40,female,self_employed,tier_3,25100,4,200,226000,36,616,business,good
50,female,self_employed,tier_3,56600,3,6300,375000,48,638,business,good
40,male,salaried,tier_3,21100,3,5600,464000,36,632,home,good
37,female,salaried,tier_1,85100,1,27600,1628000,36,710,business,bad
24,male,salaried,tier_3,39800,2,9500,494000,60,558,personal,bad
40,male,salaried,tier_2,51200,4,12700,1127000,36,655,car,bad
56,female,salaried,tier_2,55600,4,600,877000,48,569,education,good
48,male,self_employed,tier_2,35600,0,0,813000,84,696,personal,good
60,male,salaried,tier_1,86800,2,2600,448000,60,659,consumer_durable,good
26,male,salaried,tier_3,42100,3,14000,512000,84,702,personal,bad
21,male,salaried,tier_2,76300,0,0,1317000,48,696,education,good
45,female,salaried,tier_1,129600,1,1500,1499000,48,703,personal,good
28,male,business,tier_2,73200,2,14400,757000,12,643,home,bad
47,male,salaried,tier_1,55800,3,2200,982000,60,630,education,bad
60,male,salaried,tier_2,36900,0,0,580000,60,789,personal,good
35,female,self_employed,tier_2,87000,2,20300,777000,48,664,personal,bad
45,male,salaried,tier_2,95300,3,24600,1174000,84,642,personal,bad
50,male,business,tier_1,128900,4,13200,2300000,60,567,personal,good
27,male,unemployed,tier_1,16500,4,3100,267000,24,448,education,bad
60,male,self_employed,tier_1,86200,1,17700,1079000,24,674,personal,good
29,female,unemployed,tier_2,18900,3,1100,160000,60,437,home,bad
56,male,salaried,tier_3,33200,2,5100,179000,12,675,consumer_durable,bad
50,male,salaried,tier_3,41700,1,9300,861000,120,680,consumer_durable,good
27,female,salaried,tier_2,37300,2,11600,754000,36,652,business,bad
52,male,salaried,tier_1,71000,0,0,1127000,60,718,business,good
29,male,salaried,tier_1,127500,0,0,1912000,48,722,personal,good
47,male,salaried,tier_3,60200,1,10600,353000,60,705,education,good
63,male,salaried,tier_2,57700,1,14300,714000,36,740,business,good
62,female,salaried,tier_1,28900,0,0,380000,60,750,car,good
59,female,self_employed,tier_2,38200,0,0,485000,24,687,business,good
42,female,salaried,tier_2,57000,2,1200,461000,36,710,car,good
45,female,salaried,tier_1,68800,0,0,385000,12,595,business,good
34,male,salaried,tier_1,75100,3,15800,1694000,24,635,personal,bad
61,male,self_employed,tier_2,52300,0,0,768000,12,672,business,bad
41,female,salaried,tier_1,61600,3,11000,1301000,48,665,education,good
54,female,self_employed,tier_2,47900,0,0,820000,12,661,personal,bad
36,female,salaried,tier_3,39100,3,6700,791000,24,679,consumer_durable,bad
53,male,salaried,tier_3,32300,0,0,243000,48,761,education,bad
30,female,unemployed,tier_1,30900,2,4200,162000,60,443,car,bad
53,female,salaried,tier_1,62800,3,3300,998000,12,684,home,bad
23,female,salaried,tier_2,25000,0,0,363000,84,635,personal,good
25,female,salaried,tier_1,138600,0,0,697000,48,716,personal,bad
36,male,salaried,tier_3,30700,3,7500,486000,12,633,personal,bad
42,male,salaried,tier_2,75400,3,1200,514000,12,625,home,bad
52,male,salaried,tier_2,43300,2,7600,228000,120,614,home,good
36,male,salaried,tier_3,50300,0,0,1192000,48,704,business,good
21,female,business,tier_1,92900,1,23900,1363000,120,580,personal,bad
35,male,salaried,tier_2,78100,1,15900,775000,48,622,home,good
40,male,salaried,tier_3,38300,3,6100,194000,12,667,home,bad
44,male,business,tier_1,75100,1,25600,1671000,84,703,home,good
49,female,salaried,tier_1,81200,1,9300,1851000,48,723,business,bad
31,male,business,tier_3,45900,1,6800,385000,36,580,personal,good
47,male,salaried,tier_2,28000,0,0,340000,24,715,personal,good
48,female,self_employed,tier_1,52500,4,9600,869000,48,641,personal,good
55,male,business,tier_1,257900,2,59400,1376000,120,649,business,good
43,male,salaried,tier_2,29100,2,9900,415000,24,695,car,bad
56,male,business,tier_2,76200,1,18600,578000,48,654,car,good
30,male,self_employed,tier_2,44100,0,0,341000,12,643,education,bad
52,female,business,tier_1,179700,3,13200,2815000,60,604,consumer_durable,good
23,female,salaried,tier_1,50300,3,15300,478000,120,666,personal,bad
25,male,salaried,tier_2,57000,0,0,830000,120,725,personal,good
59,female,salaried,tier_3,52400,4,9300,446000,84,639,business,good
41,female,unemployed,tier_2,11300,4,3600,150000,60,516,home,bad
48,male,salaried,tier_2,42000,4,11400,948000,60,586,education,good
47,male,salaried,tier_3,40900,2,1700,539000,120,677,personal,bad
51,male,business,tier_1,84800,3,22000,1147000,12,571,consumer_durable,bad
31,female,salaried,tier_1,66600,0,0,889000,24,651,home,good
28,male,self_employed,tier_1,89800,2,28300,1885000,12,561,education,bad
22,male,salaried,tier_1,85500,0,0,1481000,24,662,business,good
59,female,self_employed,tier_3,43700,4,8400,159000,24,651,personal,bad
30,female,salaried,tier_1,83300,4,300,456000,48,625,personal,good
46,female,salaried,tier_3,57700,0,0,873000,60,694,car,good
41,female,salaried,tier_1,117200,2,16900,2223000,120,670,home,good
28,male,salaried,tier_2,49700,2,12600,271000,60,570,car,good
39,female,salaried,tier_1,98900,3,18000,1341000,12,683,car,bad
24,male,salaried,tier_1,47200,2,14100,778000,12,556,business,bad
28,male,self_employed,tier_1,29500,4,400,337000,48,555,personal,good
27,female,salaried,tier_2,104200,1,11800,1830000,60,676,business,good
57,male,salaried,tier_2,48900,1,10200,499000,84,735,home,good
45,male,salaried,tier_3,45100,3,10400,725000,36,676,car,bad
61,female,salaried,tier_3,26900,2,4700,513000,24,700,personal,bad
40,male,self_employed,tier_2,30800,0,0,711000,12,738,home,bad
29,male,salaried,tier_3,32100,3,800,527000,60,736,home,good
47,male,business,tier_1,118300,1,28800,1228000,120,664,education,bad
61,female,self_employed,tier_1,54100,4,17100,982000,12,621,home,bad
44,female,business,tier_2,62200,4,17600,1237000,12,598,home,bad
21,male,self_employed,tier_2,37000,2,9100,433000,12,587,car,bad
34,male,salaried,tier_2,82700,4,18400,878000,48,651,business,good
61,female,unemployed,tier_2,16300,4,4400,101000,36,563,home,bad
43,male,self_employed,tier_3,30400,3,8300,523000,84,510,personal,bad
62,male,self_employed,tier_1,82300,3,200,1016000,84,638,personal,good
43,male,salaried,tier_3,37900,4,4700,219000,48,711,personal,good
21,male,salaried,tier_2,48900,4,14900,723000,12,636,personal,bad
59,male,self_employed,tier_2,47200,2,14100,1123000,48,678,home,good
54,female,salaried,tier_1,93000,0,0,379000,36,658,home,good
52,female,self_employed,tier_1,47400,3,5100,655000,84,665,personal,good
63,male,salaried,tier_1,88500,2,24700,2005000,84,750,consumer_durable,bad
29,female,salaried,tier_3,98900,1,8000,2289000,120,691,education,bad
60,male,salaried,tier_2,58600,0,0,596000,36,707,education,good
31,male,salaried,tier_1,75200,3,14100,497000,36,668,consumer_durable,good
63,female,salaried,tier_3,40100,4,8000,475000,48,622,personal,bad
29,male,business,tier_2,82800,2,10200,802000,84,571,personal,good
45,female,self_employed,tier_3,20500,1,4300,269000,48,697,personal,bad
55,male,business,tier_2,127000,0,0,1970000,36,740,business,bad
24,male,self_employed,tier_2,67700,3,4300,1295000,120,566,personal,bad
23,male,self_employed,tier_2,38300,0,0,625000,36,600,personal,good
58,male,salaried,tier_2,55600,0,0,1208000,120,695,personal,good
23,female,business,tier_2,57600,0,0,1063000,60,661,education,good
48,female,business,tier_1,104900,1,32500,1457000,12,612,consumer_durable,bad
62,male,self_employed,tier_3,36800,1,1700,203000,48,739,consumer_durable,bad
48,male,salaried,tier_2,59600,1,11900,1185000,60,683,personal,bad
42,female,self_employed,tier_2,33500,0,0,603000,120,692,car,good
39,female,salaried,tier_2,46500,3,3900,468000,48,624,personal,good
49,male,salaried,tier_2,82100,4,18500,646000,12,678,car,good
46,male,self_employed,tier_1,53800,1,8100,905000,36,692,personal,bad
43,male,business,tier_1,37500,1,8700,179000,120,583,home,good
27,male,salaried,tier_1,70400,4,800,1375000,48,595,business,bad
50,male,salaried,tier_1,172700,4,18900,1341000,36,646,consumer_durable,good
53,male,business,tier_1,127200,3,13700,1967000,120,611,home,bad
52,male,salaried,tier_3,33600,2,4900,315000,36,730,personal,good
24,male,salaried,tier_1,72900,4,2900,949000,84,595,business,good
51,male,self_employed,tier_3,45700,3,7000,905000,12,664,home,bad
53,female,business,tier_3,28400,3,5400,256000,48,656,car,good
29,male,salaried,tier_1,55000,0,0,203000,12,695,education,good
58,male,salaried,tier_2,63200,3,6700,292000,24,714,business,good
44,male,salaried,tier_2,96100,1,6000,439000,48,630,education,good
41,male,salaried,tier_3,35400,3,12000,447000,60,657,home,good
52,female,self_employed,tier_2,83100,2,3800,395000,12,616,car,good
43,male,business,tier_1,72600,0,0,847000,48,672,education,good
44,male,salaried,tier_1,22700,2,3200,401000,36,660,home,bad
34,female,salaried,tier_3,53500,2,5400,1149000,48,672,personal,bad
61,female,salaried,tier_1,89700,0,0,686000,84,738,home,good
63,female,salaried,tier_3,53400,4,12400,1143000,120,675,personal,good
26,male,salaried,tier_1,94800,4,20600,2232000,12,632,personal,bad
53,male,salaried,tier_2,58800,0,0,949000,120,754,business,good
22,female,self_employed,tier_2,43800,0,0,809000,12,595,home,bad
37,male,salaried,tier_1,68700,0,0,903000,120,732,personal,good
63,female,self_employed,tier_1,55200,2,8400,252000,60,596,personal,good
28,female,salaried,tier_1,64500,3,20800,1494000,84,519,personal,bad
37,male,business,tier_3,27900,1,3900,638000,24,740,home,bad
30,male,unemployed,tier_2,7800,4,900,76000,60,427,home,bad
53,male,salaried,tier_1,70100,1,1700,498000,60,690,personal,good
41,male,salaried,tier_2,25100,1,3400,110000,36,612,education,bad
47,female,self_employed,tier_1,32100,2,600,432000,48,625,consumer_durable,good
62,female,salaried,tier_2,48900,4,6300,1096000,120,677,business,good
43,male,salaried,tier_3,39400,1,13300,152000,12,709,personal,bad
53,female,salaried,tier_3,37000,1,7200,586000,48,656,consumer_durable,good
25,male,business,tier_3,22800,1,1700,468000,36,617,personal,bad
30,female,salaried,tier_1,127800,2,13400,1402000,24,681,home,good
62,male,salaried,tier_1,44900,2,9000,712000,48,714,home,good
58,female,salaried,tier_3,31000,4,200,382000,12,668,business,bad
49,female,self_employed,tier_1,41700,0,0,182000,12,718,car,good
37,male,salaried,tier_1,117000,2,23700,1590000,84,668,consumer_durable,good
29,male,business,tier_1,109500,1,18900,533000,36,704,home,bad
58,female,self_employed,tier_3,30500,2,7600,530000,36,645,home,bad
55,male,salaried,tier_2,45500,3,3200,433000,60,708,personal,good
31,female,salaried,tier_3,43900,4,300,872000,84,663,business,bad
46,female,business,tier_1,61100,2,13200,937000,120,570,business,good
48,female,self_employed,tier_1,74000,1,4100,1675000,60,684,home,bad
42,male,salaried,tier_1,61300,4,300,1134000,24,614,education,bad
61,male,salaried,tier_3,49500,0,0,902000,24,693,personal,bad
26,female,salaried,tier_1,88000,0,0,827000,60,677,business,good
32,male,salaried,tier_3,33500,4,1300,411000,84,638,car,good
25,male,salaried,tier_2,26800,4,8400,500000,120,552,personal,good
51,male,salaried,tier_3,37800,2,900,687000,84,691,home,good
49,female,salaried,tier_3,24800,1,7000,435000,60,696,personal,good
64,male,business,tier_2,72000,4,10400,228000,24,676,home,good
44,male,self_employed,tier_2,43900,4,8000,148000,36,577,consumer_durable,bad
27,male,business,tier_1,76900,4,18000,340000,12,639,home,bad
40,female,self_employed,tier_3,22900,3,800,84000,48,636,personal,good
24,male,self_employed,tier_3,54500,2,17300,1048000,60,616,personal,good
50,female,salaried,tier_2,46900,1,2400,679000,60,764,car,bad
50,female,self_employed,tier_1,147700,2,48700,2009000,24,735,car,good
58,female,salaried,tier_3,41800,2,1300,201000,60,689,personal,good
35,female,salaried,tier_3,46700,2,2800,900000,36,637,personal,good
34,male,unemployed,tier_2,12200,4,200,60000,60,493,personal,bad
24,female,business,tier_3,59200,0,0,453000,120,590,personal,good
39,male,salaried,tier_2,80600,0,0,1628000,36,653,home,bad
41,female,self_employed,tier_1,95400,2,20900,1674000,24,697,consumer_durable,bad
54,male,salaried,tier_2,29600,1,8600,146000,120,737,home,good
54,female,salaried,tier_1,100200,4,18500,456000,48,619,personal,good
27,female,salaried,tier_2,65500,4,11700,756000,24,766,consumer_durable,good
33,male,salaried,tier_2,55700,4,6400,873000,36,570,business,bad
43,female,self_employed,tier_1,118000,1,26900,965000,48,686,home,bad
35,male,salaried,tier_1,137100,4,43600,2096000,36,599,car,good
22,male,salaried,tier_2,75500,0,0,796000,120,771,personal,good
58,male,unemployed,tier_3,7400,4,900,114000,36,479,car,bad
53,male,salaried,tier_3,27200,1,3300,496000,48,698,personal,good
43,male,salaried,tier_1,96700,0,0,2002000,24,635,personal,good
34,female,salaried,tier_3,66400,4,13200,472000,60,727,car,good
58,male,salaried,tier_1,36500,2,1300,175000,84,671,education,good
22,male,salaried,tier_1,108600,2,31700,596000,48,677,personal,bad
40,female,self_employed,tier_2,43900,1,2100,284000,84,655,personal,good
56,female,business,tier_2,37200,2,2300,365000,24,631,car,bad
62,male,salaried,tier_3,48600,3,1200,175000,48,585,home,bad
32,female,salaried,tier_1,102100,0,0,2091000,84,693,car,good
49,male,salaried,tier_1,65700,4,17400,1369000,120,639,personal,bad
29,male,business,tier_2,48300,3,15400,868000,36,620,personal,bad
26,male,salaried,tier_1,135200,4,20600,1418000,12,721,business,good
36,female,salaried,tier_1,58800,0,0,1049000,84,737,consumer_durable,good
59,male,unemployed,tier_1,24300,4,6200,366000,48,542,personal,bad
51,male,self_employed,tier_1,38200,4,9200,646000,12,600,business,bad
42,female,salaried,tier_3,47700,1,11400,231000,84,638,car,bad
33,male,salaried,tier_1,85000,2,13200,1816000,48,656,personal,good
27,male,salaried,tier_2,74700,2,14800,771000,60,628,personal,good
32,female,unemployed,tier_2,20200,4,400,175000,36,469,personal,bad
27,female,salaried,tier_2,41400,1,3600,464000,120,657,personal,good
29,male,salaried,tier_2,66000,4,21400,541000,48,552,car,good
51,male,self_employed,tier_2,29800,2,400,712000,60,707,business,good
26,female,salaried,tier_3,25500,0,0,423000,48,690,business,good
23,male,salaried,tier_1,60600,1,4800,1323000,120,660,consumer_durable,good
44,male,business,tier_3,60600,0,0,1392000,60,628,education,good
33,male,salaried,tier_1,133500,4,43200,2030000,12,611,consumer_durable,bad
41,male,business,tier_2,134200,2,5900,2659000,84,599,personal,bad
27,female,self_employed,tier_2,42400,2,7300,933000,12,567,personal,bad
30,male,salaried,tier_1,82600,1,24300,508000,48,690,education,bad
40,male,self_employed,tier_1,90100,3,100,780000,36,598,business,good
51,male,self_employed,tier_1,84700,4,3200,968000,48,648,personal,good
39,male,self_employed,tier_1,61100,4,7300,982000,84,583,personal,bad
44,male,self_employed,tier_2,49300,4,2500,943000,12,611,consumer_durable,bad
43,female,salaried,tier_1,71400,1,4600,731000,12,702,car,good
32,female,salaried,tier_3,38300,3,7900,793000,120,667,personal,bad
33,male,self_employed,tier_3,31900,3,1900,534000,24,573,car,bad
39,male,salaried,tier_1,71200,1,15900,770000,48,734,education,good
22,male,salaried,tier_1,64400,4,20600,1114000,120,566,car,bad
51,male,salaried,tier_2,37000,4,3000,773000,84,656,car,good
48,male,salaried,tier_3,55800,4,4100,561000,60,596,car,good
34,male,self_employed,tier_1,77600,4,300,863000,12,588,home,bad
37,female,business,tier_1,182300,0,0,3195000,36,709,home,good
35,female,business,tier_3,59700,0,0,718000,48,692,personal,good
49,male,salaried,tier_2,47500,3,8100,320000,12,717,car,good
54,female,salaried,tier_1,59600,3,3800,1248000,60,662,home,good
25,male,business,tier_3,53400,2,6000,386000,84,660,home,bad
39,male,salaried,tier_3,50100,0,0,409000,36,680,home,good
21,female,self_employed,tier_2,44100,1,10500,936000,120,611,home,good
40,male,self_employed,tier_1,38700,0,0,638000,120,679,consumer_durable,good
31,male,salaried,tier_2,42500,0,0,513000,84,740,personal,good
35,female,salaried,tier_1,74700,0,0,823000,36,682,education,good
41,male,self_employed,tier_2,62200,2,8200,426000,12,669,personal,bad
35,female,salaried,tier_1,44100,2,9700,195000,60,681,home,good
38,male,business,tier_2,76800,1,200,1697000,48,668,personal,good
54,female,self_employed,tier_3,38900,2,9400,153000,84,615,consumer_durable,good
56,male,salaried,tier_3,35200,3,4600,151000,36,661,home,bad
21,male,self_employed,tier_3,29300,0,0,551000,24,646,home,bad
37,male,salaried,tier_1,57400,1,10500,1250000,120,706,personal,good
58,female,salaried,tier_1,78000,1,15200,1397000,120,680,home,good
44,male,unemployed,tier_2,17800,0,0,144000,84,499,home,bad
30,female,self_employed,tier_1,98500,0,0,855000,12,565,personal,good
47,male,self_employed,tier_1,43700,3,7500,1013000,84,661,personal,bad
27,male,business,tier_3,49200,4,1400,871000,120,628,car,good
21,male,salaried,tier_1,34500,0,0,703000,36,600,business,good
48,male,salaried,tier_1,77100,3,5100,954000,48,672,home,bad
43,female,salaried,tier_2,67800,1,14200,1309000,12,681,car,bad
54,male,salaried,tier_3,71500,0,0,1687000,60,784,personal,good
36,female,salaried,tier_2,29400,1,8500,308000,84,681,personal,bad
58,male,salaried,tier_1,50700,4,9300,493000,24,687,personal,bad
39,male,self_employed,tier_2,50500,1,13200,197000,60,634,personal,good
53,male,salaried,tier_3,23400,3,7300,432000,24,643,personal,bad
25,female,self_employed,tier_1,68800,2,3200,554000,12,653,business,good
25,female,business,tier_2,87100,2,22000,726000,12,667,personal,bad
55,male,unemployed,tier_2,7700,4,900,125000,84,442,education,bad
57,female,salaried,tier_2,57600,4,5600,1066000,24,713,personal,good
62,male,business,tier_1,61800,3,20800,714000,24,601,car,bad
35,male,business,tier_3,85000,4,6100,1941000,120,490,personal,bad
21,female,salaried,tier_1,79800,0,0,510000,84,690,car,good
64,male,salaried,tier_1,59300,4,17100,835000,24,692,education,bad
47,female,salaried,tier_1,48100,0,0,768000,60,653,personal,good
31,female,self_employed,tier_2,55000,0,0,878000,48,573,personal,good
54,female,self_employed,tier_1,104200,4,21300,1750000,12,595,home,bad
60,female,salaried,tier_3,31500,2,4400,514000,24,673,education,bad
33,male,self_employed,tier_3,30900,1,4300,606000,84,708,business,bad
54,female,salaried,tier_1,57100,0,0,1147000,84,730,consumer_durable,good
55,male,salaried,tier_3,71100,1,9600,1673000,36,746,education,good
43,male,business,tier_3,26900,4,4600,612000,120,614,home,bad
48,male,unemployed,tier_1,25400,0,0,354000,48,633,car,bad
32,male,self_employed,tier_2,42100,4,5200,750000,12,551,education,bad
61,female,salaried,tier_3,40200,3,11600,460000,120,680,home,good
